id,route,page,area,widget,component,elementType,canonicalGroup,clusterId,label,accessibleName,ariaLabel,placeholder,href,action,eventHandlers,states,sourceFile,sourceLine,staticFound,runtimeFound,selector,role,visible,disabled,hasAccessibleName,hasStableTestId,needsAriaLabel,needsAnalyticsEvent,risk,matchStatus,probableDuplicate,potentiallyDead,unstableSelector,priorityScore,priorityLevel,priorityReasons,notes
ui.shared.text.оставшиеся-дни-текущего-тарифа-автоматически-зачтутся-в-оплату-нового-тарифа-про.button,/unknown,Index,main,Text,Text,button,button,cluster.button-оставшиеся-дни-текущего-тарифа-автоматически-зачтутся-в-оплату-нового-тарифа-пропорционально-их-стоимости-main,Оставшиеся дни текущего тарифа автоматически зачтутся в оплату нового тарифа пропорционально их стоимости.,Оставшиеся дни текущего тарифа автоматически зачтутся в оплату нового тарифа пропорционально их стоимости.,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,157,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.текущий-тариф.button,/unknown,Index,main,Text,Text,button,button,cluster.button-текущий-тариф-main,Текущий тариф,Текущий тариф,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,164,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.plan-meta-currentplanid-label.button,/unknown,Index,main,Text,Text,button,button,cluster.button-plan-meta-currentplanid-label-main,PLAN_META[currentPlanId].label,PLAN_META[currentPlanId].label,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,167,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.новый-тариф.button,/unknown,Index,main,Text,Text,button,button,cluster.button-новый-тариф-main,Новый тариф,Новый тариф,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,172,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.plan-meta-targetplanid-label.button,/unknown,Index,main,Text,Text,button,button,cluster.button-plan-meta-targetplanid-label-main,PLAN_META[targetPlanId].label,PLAN_META[targetPlanId].label,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,175,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.помесячно.button,/unknown,Index,main,Button,Button,button,button,cluster.button-помесячно-main,Помесячно,Помесячно,,,,"() => setBillingCycle(""month"")",onClick,disabled|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,182,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.button.за-год.button,/unknown,Index,main,Button,Button,button,button,cluster.button-за-год-main,За год,За год,,,,"() => setBillingCycle(""year"")",onClick,disabled|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,191,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.базовая-стоимость-cyclelabel.button,/unknown,Index,main,Text,Text,button,button,cluster.button-базовая-стоимость-cyclelabel-main,Базовая стоимость ( cycleLabel ),Базовая стоимость ( cycleLabel ),,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,204,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.formatrub-preview-baseamountrub.button,/unknown,Index,main,Text,Text,button,button,cluster.button-formatrub-preview-baseamountrub-main,formatRub(preview.baseAmountRub),formatRub(preview.baseAmountRub),,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,205,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.зачет-остатка-preview-remainingdays-0-preview-remainingdays-дн-0-дн.button,/unknown,Index,main,Text,Text,button,button,cluster.button-зачет-остатка-preview-remainingdays-0-preview-remainingdays-дн-0-дн-main,"Зачет остатка ( preview.remainingDays > 0 ? `${preview.remainingDays} дн.` : ""0 дн."" )","Зачет остатка ( preview.remainingDays > 0 ? `${preview.remainingDays} дн.` : ""0 дн."" )",,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,208,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.formatrub-preview-creditamountrub.button,/unknown,Index,main,Text,Text,button,button,cluster.button-formatrub-preview-creditamountrub-main,- formatRub(preview.creditAmountRub),- formatRub(preview.creditAmountRub),,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,211,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.к-оплате.button,/unknown,Index,main,Text,Text,button,button,cluster.button-к-оплате-main,К оплате,К оплате,,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,214,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.text.formatrub-preview-amountrub.button,/unknown,Index,main,Text,Text,button,button,cluster.button-formatrub-preview-amountrub-main,formatRub(preview.amountRub),formatRub(preview.amountRub),,,,,,default|idle,frontend-gravity/components/UpgradePlanModal/index.tsx,215,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
ui.shared.card.модерация-верификации-репетиторов-управляйте-значком-верифицирован-для-публичных.widget,/unknown,Index,main,Card,Card,widget,widget,cluster.widget-модерация-верификации-репетиторов-управляйте-значком-верифицирован-для-публичных-профилей-filters-map-item-button,"Модерация верификации репетиторов Управляйте значком «Верифицирован» для публичных профилей. FILTERS.map((item) => ( <Button key={item.id} view={filter === item.id ? 'action' : 'outlined'} size=""m"" onClick={() => setFilter(item.id)} > {item.label} </Button> )) actionError && ( <Text variant=""body-2"" style={{ color: 'var(--g-color-text-danger)', marginTop: 12, display: 'block' }} > {actionError} </Text> )","Модерация верификации репетиторов Управляйте значком «Верифицирован» для публичных профилей. FILTERS.map((item) => ( <Button key={item.id} view={filter === item.id ? 'action' : 'outlined'} size=""m"" onClick={() => setFilter(item.id)} > {item.label} </Button> )) actionError && ( <Text variant=""body-2"" style={{ color: 'var(--g-color-text-danger)', marginTop: 12, display: 'block' }} > {actionError} </Text> )",,,,,,default|idle,frontend-gravity/templates/Admin/AdminPage/index.tsx,148,true,false,,,,false,true,false,false,false,low,static-only,false,false,false,20,low,unknown route attribution|runtime crawl incomplete,
ui.shared.text.модерация-верификации-репетиторов.button,/unknown,Index,main,Text,Text,button,button,cluster.button-модерация-верификации-репетиторов-main,Модерация верификации репетиторов,Модерация верификации репетиторов,,,,,,default|idle,frontend-gravity/templates/Admin/AdminPage/index.tsx,149,true,false,,,,false,true,false,false,true,low,static-only,false,true,false,80,high,missing stable testid|missing analytics event mapping|unknown route attribution|runtime match missing|runtime crawl incomplete,
